id,text,file,node,lineNumber
line:0921222,Lucy: Vielleicht redest du einfach mal mit mir?,Break,Break.Middle,107
line:0565991,"Lucy: Ich erwarte nicht, dass du ein Dichter bist/eine Rede hälst, aber... schließe mich nicht so aus.",Break,Break.Middle,108
line:0eb6eac,Phoebe: ...,Break,Break.Middle,110
line:0d2b680,Lucy: Ich setze Tee auf.,Break,Break.Middle,111
line:0ca51c1,"Lucy: Komm einfach dazu, wenn du dich bereit fühlst.",Break,Break.Middle,112
line:091feb4,Phoebe: Und du denkst nie an mich und was ich will!,Break,Break.Middle,116
line:07cf9de,"Phoebe: Raus aus meinem Büro, Lucy!",Break,Break.Middle,117
line:00c1975,Lucy: Was?!,Break,Break.Middle,119
line:056523a,Lucy: Ich versuche nur dir zu helfen!,Break,Break.Middle,120
line:09c04b4,"Phoebe: Ja, aber, das tust du nicht!",Break,Break.Middle,122
line:0e8dfa2,Lucy: Glaubst du es macht mir Spaß dir zuzugucken wie du dich quälst?,Break,Break.Middle,124
line:046da8d,Lucy: Zu sehen wie du dich selbst runtermachst?,Break,Break.Middle,125
line:02c7f60,"Lucy: Ich versuche so sehr, dir zu helfen, und alles, was ich bekomme, ist diese wütende Frustration.",Break,Break.Middle,126
line:05ab96d,"Lucy: Das hab ich nicht verdient, Phoebe!",Break,Break.Middle,127
line:06f9c4f,Lucy: Das hast du nicht verdient!,Break,Break.Middle,128
line:068ff41,Phoebe: ...,Break,Break.Middle,130
line:0efff45,"... etwas später, im Wohnzimmer…",Break,Break.Middle,142
line:083ace5,Phoebe: Hey...,Break,Break.Middle,149
line:00e4bc2,Lucy: Hey.,Break,Break.Middle,151
line:0111950,Lucy: Setz dich zu mir.,Break,Break.Middle,153
line:0226cbb,"Lucy: Hier, dein Tee.",Break,Break.Middle,154
line:0bbfbd4,"Phoebe: Lucy, es tut mir Leid.",Break,Break.Middle,155
line:0de10fa,Lucy: Es ist okay.,Break,Break.Middle,156
line:0dfec18,"Phoebe: Nein, ist es nicht.",Break,Break.Middle,157
line:03e6917,"Phoebe: Bitte, hör mir zu.",Break,Break.Middle,159
line:02b9c2e,"Phoebe: Ich weiß, dass du nur das Beste für mich willst und ich weiß, dass du dich sorgst. Aber manchmal…",Break,Break.Middle,160
line:0979081,"Phoebe: Manchmal fühlt es sich so an, als ob alles zu viel wäre.",Break,Break.Middle,161
line:08cc713,Phoebe: Nicht du!,Break,Break.Middle,162
line:0a60336,Phoebe: Einfach… alles.,Break,Break.Middle,164
line:074b577,"Phoebe: Und ich komme mir so dumm dabei vor. Ich fühle mich, als müsste alles viel einfacher sein. Als ob jeder im Leben Erfolg hätte, nur ich nicht.",Break,Break.Middle,166
line:0d6a25f,Phoebe: Aber ich kann nicht. Ich sitze nur herum und ringe nach den richtigen Worten.,Break,Break.Middle,168
line:0986000,Phoebe: Ich…,Break,Break.Middle,169
line:0a3f650,Lucy: Komm her zu mir.,Break,Break.Middle,171
line:005bd35,Phoebe: Ich möchte keine Belastung für dich sein!,Break,Break.Middle,173
line:0cc10f5,Lucy: Das bist du nicht! Du musst nicht so denken.,Break,Break.Middle,175
line:05a06cb,"Lucy: Ich möchte nur verstehen, was in dir vorgeht.",Break,Break.Middle,176
line:02910d2,"Lucy: Und es ist okay für mich, wenn du etwas Zeit brauchst, um dir über Dinge klar zu werden.",Break,Break.Middle,178
line:0845258,"Lucy: Aber ich will dabei sein. Auch wenn das nur heißt, dass du ein heißes Getränk und vielleicht eine Umarmung brauchst.",Break,Break.Middle,179
line:0405c31,ANSWER_HERE,Break,Break.End,206
line:0736522,Lucy: Klar. Mehr will ich auch gar nicht.,Break,Break.End,210
line:088a50c,Phoebe: Aber…,Break,Break.End,212
line:087a497,"Phoebe: Versteh mich nicht falsch, Lucy. Aber du musst dich auch ein bisschen zurücknehmen, wenn es mir schlecht geht.",Break,Break.End,213
line:02fbae1,"Phoebe: Ich weiß, dass du nur helfen willst. Und das liebe ich.",Break,Break.End,214
line:0ad7b9a,Phoebe: Aber das funktioniert bei mir nicht wirklich.,Break,Break.End,215
line:012ab02,Lucy: Ich verstehe.,Break,Break.End,217
line:007908c,"Lucy: Also, wie kann ich dir helfen?",Break,Break.End,219
line:0113011,Phoebe: Ich weiß nicht.,Break,Break.End,220
line:0c9776d,"Phoebe: Es tut mir leid, dass ich dir keine Antwort geben kann. Ich weiß nicht, ob ich jemals eine haben werde.",Break,Break.End,221
line:0a368f9,Phoebe: Aber vielleicht Kannst du mir dabei helfen.,Break,Break.End,222
line:09b1549,Lucy: Das würde ich sehr gerne.,Break,Break.End,223
line:01274b9,"Lucy: Solange du mich wissen lässt, was du fühlst, kann ich damit umgehen, weißt du? Selbst wenn du dich allein fühlen solltest.",Break,Break.End,225
line:0f2f9f2,"Lucy: Ich mag dich, wenn du glücklich bist und ich mag dich, wenn du Probleme hast.",Break,Break.End,226
line:02dc3e2,"Lucy: Ich liebe dich, Pinguin.",Break,Break.End,228
line:0060e1b,Lucy: Was meinst du?,Break,Break.End,233
line:0a278f6,Phoebe: Ich habe meinen Job mal geliebt.,Break,Break.End,234
line:0d6164e,"Phoebe: Weißt du noch, wie aufgeregt ich war, als ich angefangen habe?",Break,Break.End,235
line:0784897,Lucy: Natürlich weiß ich das noch. Du hast mir wochenlang immer wieder von diesem einen Spiel erzählt!,Break,Break.End,237
line:00b8294,Phoebe: Ja! Es wurde illustriert von…,Break,Break.End,239
line:0944d68,Lucy: ..deiner aller liebsten Lieblingskünstlerin in der ganzen weiten Welt.,Break,Break.End,240
line:09eb593,"Lucy: Ich weiß. Ich liebe es, wenn du dich über Dinge begeisterst.",Break,Break.End,241
line:0fa6e32,Phoebe: Ja. Aber ich war es schon eine Weile nicht mehr.,Break,Break.End,244
line:0f032cb,"Phoebe: Und zuerst dachte ich, es läge nur an mir. Das ich nicht motiviert genug sei. Einfach nicht gut genug.",Break,Break.End,245
line:066163e,Phoebe: Aber ich habe mich jetzt schon seit Monaten nicht mehr zufrieden gefühlt mit der Arbeit..,Break,Break.End,247
line:0e19cc2,Phoebe: Ich brauche dieses Gefühl zurück.,Break,Break.End,248
line:0c56255,Phoebe: Ich muss wissen das ich nicht.. kaputt bin.,Break,Break.End,250
line:0507fa1,Lucy: Das ist großartig!,Break,Break.End,252
line:0a2e43c,Phoebe: Ist es?,Break,Break.End,254
line:026c22b,"Lucy: Pinguin, ich will, dass du glücklich bist!",Break,Break.End,255
line:08ea878,"Lucy: Wir können uns etwas einfallen lassen, was das Geld angeht, und wir können vielleicht nicht alles auf einmal machen.",Break,Break.End,257
line:0159583,Lucy: Aber irgendwo muss man ja anfangen.,Break,Break.End,258
line:03fee6f,"Phoebe: Danke, das bedeutet mir viel.",Break,Break.End,260
line:06baced,Phoebe: Ich könnte.. ich meine.. vielleicht..könntest du mir dabei helfen?,Break,Break.End,262
line:04350b4,Lucy: Das werde ich.,Break,Break.End,263
line:09ae69f,"Phoebe: Was denkst du, Lucy?",Break,Break.End,268
line:0887443,"Lucy: Ich denke, wir haben uns etwas Zeit für uns verdient.",Break,Break.End,270
line:09ac823,Lucy: Wir haben uns im Oktober verliebt und ich erinnere mich ans Schlittschuhlaufen. Es hat so viel Spaß gemacht!,Break,Break.End,272
line:08c40f3,Phoebe: Und es war fucking kalt.,Break,Break.End,274
line:0309560,Lucy: Ich weiß. Und du bist auf deinem süßen kleinen Pinguin-Hintern über die Eisbahn gerutscht.,Break,Break.End,275
line:0cd4116,Phoebe: Das war allein deine Schuld!,Break,Break.End,277
line:036d88b,Lucy: Wieso denn meine?,Break,Break.End,279
line:01a6c1c,Phoebe: Ich..,Break,Break.End,280
line:0ce1913,Phoebe: Ich konnte einfach meine Augen nicht von dir lassen.,Break,Break.End,282
line:0e95e19,"Phoebe: Ich liebe dich, Lucy.",Break,Break.End,283
line:00aedec,Phoebe: Und ich will mit dir die Welt sehen. Nicht während eines zweiwöchigen Urlaubs.,Break,Break.End,284
line:06240bd,Phoebe: Ich möchte sie wirklich sehen und zu all den eisigen Orten reisen.,Break,Break.End,285
line:0e3a86c,Phoebe: Ich möchte heiße Schokolade in Island trinken und dich in einem Schneesturm in den Alpen küssen.,Break,Break.End,286
line:06a9c1d,Lucy: Und ich will in Norwegen einen Schneeball nach dir werfen!,Break,Break.End,288
line:09de835,Phoebe: Ja. Genau das will ich.,Break,Break.End,290
line:063443e,"Lucy: Ich möchte das auch, Pinguin.",Break,Break.End,291
line:0f5faa7,"Phoebe: Aber ich will nicht, dass du denkst, dass ich weglaufe.",Break,Break.End,293
line:0e1be34,Phoebe: Schnee war immer mein Glücksort.,Break,Break.End,296
line:01d8e3e,"Phoebe: Und ich glaube, ich muss meine Gedanken auch wieder zu einem glücklichen Ort machen.",Break,Break.End,297
